setting,model,metric,n_splits,median,q25,q75,mean,std,p025,p975
bert,tokens_only,calib_slope,20,1.3175547425837069,0.2055620169092772,2.2881001432125,8.153472100088056,31.193103081633172,-0.2943466582282332,75.27812187630543
bert,tokens_only,calib_intercept,20,1.2156482814740084,-3.478869299166064,5.539225559292177,30.124289268296792,131.40223266763292,-5.58094530893915,312.944932530268
bert,total_flops_only,r2,20,0.3333091809583663,0.27704629973489026,0.39803723355468756,0.3432912833894841,0.07836034392372539,0.23585465292821914,0.4866639318968808
bert,total_flops_only,rmse,20,0.8135337039921533,0.7716051629957068,0.8337458216537996,0.8061901836032392,0.03966734963629767,0.7439265622850004,0.8679070079244949
bert,total_flops_only,calib_slope,20,0.9817365357561649,0.8173860208065288,1.2588745653300768,1.0585569023833654,0.26730342254226513,0.7500959687319106,1.5774198706233937
bert,total_flops_only,calib_intercept,20,-0.07649245080763743,-0.5571641641977209,0.9307347953394618,0.2009482442170704,1.0696597533145997,-1.1848475345235856,2.2710645434637255
gpt,compute_efficiency,r2,20,0.9067979458249613,0.9004299400997112,0.9147115173034739,0.9065337088652436,0.014930313899985146,0.8726151108890287,0.9273610495185708
gpt,compute_efficiency,rmse,20,0.2900874889502518,0.2765965368528584,0.29709602213772324,0.2894845236551065,0.016112896935323903,0.2668224875781554,0.3224239613628204
gpt,compute_efficiency,calib_slope,20,0.9921282638280451,0.9522120455646843,1.0140496774017338,0.9828228024860527,0.044006516055170676,0.8987008446457986,1.033577213717996
gpt,compute_efficiency,calib_intercept,20,-0.04386693237035288,-0.23424376920887108,0.09741588174046073,-0.08303272057883274,0.21072483939542608,-0.46986795514680946,0.1802096005481789
gpt,compute_memory,r2,20,0.7402764395408828,0.7184500452324434,0.753489263131666,0.7370151565613623,0.027377217645165413,0.6890304290199089,0.779373975644435
gpt,compute_memory,rmse,20,0.48728646934588915,0.47717140802978253,0.4957942725775098,0.4868112128584222,0.01968976750574465,0.4555748853350931,0.5206571024874354
gpt,compute_memory,calib_slope,20,0.9828614100499162,0.9259889788021398,1.0645814306181256,0.9862010086177836,0.08695631403208517,0.8377566787560454,1.1147886034036936
gpt,compute_memory,calib_intercept,20,-0.046196054852081087,-0.28971903034402685,0.21483865366378452,-0.06191865231765398,0.3996865783013677,-0.7474715161891186,0.5789086479328385
gpt,compute_only,r2,20,0.6557612166194096,0.6383715728844996,0.6686331423497044,0.654449419846197,0.024702751535338328,0.6108687828164452,0.6986996240366855
gpt,compute_only,rmse,20,0.5580225602151621,0.5451513148628298,0.5668511780564823,0.5585977919315932,0.017767903882245084,0.5332803231058046,0.5933343283073964
gpt,compute_only,calib_slope,20,0.9552944165810368,0.9214037094881061,1.0487767076153545,0.9757850725352716,0.07248540892745015,0.8700455629373418,1.0771749449864667
gpt,compute_only,calib_intercept,20,-0.14812064056418753,-0.36041854062236967,0.18884518446988052,-0.11161360730721095,0.3350270230598323,-0.6418917848621479,0.3217137307949012
gpt,configuration_only_prerun,r2,20,0.9304345507594045,0.9229479916205264,0.9333169251766797,0.9282389326070923,0.008671527953656001,0.9100597598267518,0.9395479710596708
gpt,configuration_only_prerun,rmse,20,0.24993135554281962,0.2422209347537167,0.2597559071089658,0.2545211386501168,0.018173500396121763,0.23498941178910204,0.2943130285632734
gpt,configuration_only_prerun,calib_slope,20,0.9824741201032181,0.9501767200630753,1.0225843444417306,0.9814598083750813,0.04948036272793601,0.8850350484208966,1.0503284100392487
gpt,configuration_only_prerun,calib_intercept,20,-0.0517808102399209,-0.22685169560760376,0.10383883580542524,-0.08902817889536294,0.2161816387156257,-0.5076221683898915,0.21589260300799062
gpt,device_seconds_postrun,r2,20,0.8939957169624384,0.8854079724464985,0.899887158959941,0.8922073618455746,0.012815243288586105,0.8661864196857947,0.9096715052923126
gpt,device_seconds_postrun,rmse,20,0.31325387945058036,0.3055591536534317,0.3166524246065142,0.3115651775217162,0.014570503807764132,0.28286695449975297,0.3367254666166681
