n_test,r2,rmse,calib_intercept,calib_slope,setting,model,kind,split,split_seed,n_train,n_train_groups,n_test_groups
35,0.9653174046959182,0.1879410377230642,-0.18001014532966528,0.9558686977479833,bert,device_seconds_postrun,linear,11,1697625005,96,47,21
41,0.9709502403335097,0.16475343640482246,-0.27339526274588477,0.9383571255390456,bert,device_seconds_postrun,linear,12,1512746413,90,47,21
44,0.939424045709647,0.2518334981269149,-0.021455879466711725,1.0052148763993973,bert,device_seconds_postrun,linear,13,1943781587,87,47,21
42,0.9738111029997966,0.16419155599094276,-0.16172185976927458,0.9683086992431208,bert,device_seconds_postrun,linear,14,1548783626,89,47,21
46,0.941999944999027,0.27122723047474645,0.18369566360282566,1.0660372517199554,bert,device_seconds_postrun,linear,15,380863078,85,47,21
34,0.9274334396949006,0.2768470076533762,0.10780969134169671,1.0221120523144092,bert,device_seconds_postrun,linear,16,1843517862,97,47,21
39,0.9377627474977929,0.21950607651125204,-0.19006665707263187,0.938052213708544,bert,device_seconds_postrun,linear,17,1401844688,92,47,21
40,0.9399449433236023,0.21813481341996704,-0.052617073180539424,0.9918273771098304,bert,device_seconds_postrun,linear,18,211455622,91,47,21
51,0.9420106875833574,0.23941421781961744,0.08876651966224637,1.0266700989758295,bert,device_seconds_postrun,linear,19,640600314,80,47,21
37,0.8576856817057322,0.3752187748271422,0.03424277800867411,1.0068650688950724,bert,configuration_only_prerun,linear,0,1829338324,94,47,21
39,0.8768405662099011,0.3771455540334538,0.39436389831812674,1.073337956009629,bert,configuration_only_prerun,linear,1,384259585,92,47,21
29,0.8849925500093998,0.32626504419494384,-0.007268256256425549,1.0383785894110598,bert,configuration_only_prerun,linear,2,56731231,102,47,21
45,0.8776752170436897,0.3525368364222946,0.052171277935679106,1.0127577141936959,bert,configuration_only_prerun,linear,3,1374203058,86,47,21
34,0.8650376898980663,0.32862364699961844,-0.47621817306818254,0.8977628794525925,bert,configuration_only_prerun,linear,4,784857332,97,47,21
34,0.8991761501364305,0.34108022627197965,0.0881383520616378,1.0072274585106304,bert,configuration_only_prerun,linear,5,1003451250,97,47,21
39,0.8620101040358256,0.3579614961450116,0.14453149697761408,1.0376152433402728,bert,configuration_only_prerun,linear,6,171429433,92,47,21
36,0.8538012355743685,0.39797297910435253,0.7675781590756501,1.1470163332410648,bert,configuration_only_prerun,linear,7,795643823,95,47,21
47,0.8901419049070981,0.33827302399039844,-0.36233030860074855,0.9021208628604926,bert,configuration_only_prerun,linear,8,1381800716,84,47,21
44,0.8744282955689546,0.3475954094430543,-0.05463152487158631,0.9789529417553028,bert,configuration_only_prerun,linear,9,762179171,87,47,21
41,0.9002781868897429,0.32732058975837475,-0.044210918470533274,0.986884486094104,bert,configuration_only_prerun,linear,10,1784690067,90,47,21
35,0.8592026609830701,0.3786718747763855,0.4788378960891299,1.122121073916764,bert,configuration_only_prerun,linear,11,1697625005,96,47,21
41,0.8946142606805607,0.3138008627228242,0.42966118591932345,1.1096371954958621,bert,configuration_only_prerun,linear,12,1512746413,90,47,21
44,0.8730730144538551,0.3645359370373891,-0.015563913475311861,0.9866966939366141,bert,configuration_only_prerun,linear,13,1943781587,87,47,21
42,0.8983889692232798,0.32341685028586586,0.10709985595102725,1.0605494174906362,bert,configuration_only_prerun,linear,14,1548783626,89,47,21
46,0.904675158170547,0.3477139650183667,0.23682314111247663,1.0302944378766843,bert,configuration_only_prerun,linear,15,380863078,85,47,21
34,0.8683035552471355,0.3729568519005395,0.22428158323452677,1.0055120161242985,bert,configuration_only_prerun,linear,16,1843517862,97,47,21
39,0.8459392120996458,0.3453563123478568,-0.3573476491629771,0.9447181658246271,bert,configuration_only_prerun,linear,17,1401844688,92,47,21
40,0.8831787108704872,0.30423641111686006,-0.14518132853754592,0.9939218157504078,bert,configuration_only_prerun,linear,18,211455622,91,47,21
51,0.9004092734330267,0.31375120938561496,-0.309335123162651,0.9333040445438984,bert,configuration_only_prerun,linear,19,640600314,80,47,21
37,0.9190973894095532,0.2829055910874027,0.6846830590433043,1.158652849810136,bert,random_forest_full_postrun,rf,0,1829338324,94,47,21
39,0.9235756207297524,0.29709210479831455,0.7293981359678863,1.1551321107927506,bert,random_forest_full_postrun,rf,1,384259585,92,47,21
29,0.9434016448577731,0.22888085343985903,0.4222367000937413,1.1012058910049614,bert,random_forest_full_postrun,rf,2,56731231,102,47,21
45,0.8921390410584064,0.3310391929581968,0.6544559107614649,1.150018291420552,bert,random_forest_full_postrun,rf,3,1374203058,86,47,21
34,0.8977456053186852,0.28604446628479424,0.04511857977311295,1.0463902852802451,bert,random_forest_full_postrun,rf,4,784857332,97,47,21
34,0.9168315617983205,0.3097805718829124,0.7676696075920446,1.1632242403175577,bert,random_forest_full_postrun,rf,5,1003451250,97,47,21
39,0.9460022887981968,0.22392384710985602,0.1705761522039603,1.0638914720092507,bert,random_forest_full_postrun,rf,6,171429433,92,47,21
36,0.8810045334696047,0.3590433959526954,0.9481608915672635,1.1947746971380533,bert,random_forest_full_postrun,rf,7,795643823,95,47,21
47,0.9340881974852,0.2620190863916115,0.28138568135266073,1.091596389350032,bert,random_forest_full_postrun,rf,8,1381800716,84,47,21
44,0.9418800587455903,0.236477987645782,0.6183373548818788,1.1450232830101272,bert,random_forest_full_postrun,rf,9,762179171,87,47,21
41,0.9601884198764757,0.2068154358127367,0.38122972837839425,1.0798947856957728,bert,random_forest_full_postrun,rf,10,1784690067,90,47,21
35,0.887350615171391,0.33871173115346503,0.8305510933326107,1.1880555294899677,bert,random_forest_full_postrun,rf,11,1697625005,96,47,21
41,0.9266556834663994,0.2617860154356821,0.527429703455594,1.1028071853672685,bert,random_forest_full_postrun,rf,12,1512746413,90,47,21
44,0.9138842887767877,0.3002648963310309,0.7068095873454852,1.1619191371528164,bert,random_forest_full_postrun,rf,13,1943781587,87,47,21
42,0.9364156538539185,0.2558393362074745,0.48283712689916125,1.1096436944806485,bert,random_forest_full_postrun,rf,14,1548783626,89,47,21
46,0.8968183231200632,0.36175986045739433,0.7546835564902464,1.1934270392571613,bert,random_forest_full_postrun,rf,15,380863078,85,47,21
34,0.9257548746814239,0.28003062980776033,0.7795964868528097,1.1684994521350696,bert,random_forest_full_postrun,rf,16,1843517862,97,47,21
39,0.949905101751119,0.19693281573248614,-0.006036453341848719,1.0153839019845503,bert,random_forest_full_postrun,rf,17,1401844688,92,47,21
40,0.9314623185691371,0.2330316425809497,0.23738805338611782,1.0846058803831389,bert,random_forest_full_postrun,rf,18,211455622,91,47,21
51,0.9465748286506246,0.22979941565020606,0.17026926720163454,1.0680350553491378,bert,random_forest_full_postrun,rf,19,640600314,80,47,21
37,0.9004739905506671,0.31378238394929553,0.3521894307845759,1.0771449049071864,bert,hist_gradient_boosting_full_postrun,hgb,0,1829338324,94,47,21
39,0.9089680345066589,0.32424412103095596,0.1886453184242867,1.0182532356093155,bert,hist_gradient_boosting_full_postrun,hgb,1,384259585,92,47,21
29,0.9264815781662513,0.2608588930989673,-0.3720124728074646,0.9188006741354368,bert,hist_gradient_boosting_full_postrun,hgb,2,56731231,102,47,21
45,0.8639184262669907,0.37183214980536883,-0.0407568718423157,0.9787066878452614,bert,hist_gradient_boosting_full_postrun,hgb,3,1374203058,86,47,21
34,0.8478856057974589,0.34888131892601226,-0.38301494377150874,0.9425385474936705,bert,hist_gradient_boosting_full_postrun,hgb,4,784857332,97,47,21
34,0.9003477073776319,0.33909278673859083,0.18367528726282292,1.0271915228040038,bert,hist_gradient_boosting_full_postrun,hgb,5,1003451250,97,47,21
39,0.8868453441571362,0.3241521339823801,-0.48405430305786484,0.9048053688552252,bert,hist_gradient_boosting_full_postrun,hgb,6,171429433,92,47,21
36,0.873532502167005,0.37014441258996,0.7349396913152612,1.134513213785403,bert,hist_gradient_boosting_full_postrun,hgb,7,795643823,95,47,21
47,0.8807641778616151,0.3524152627220759,-0.10684712840836079,1.0112071411633332,bert,hist_gradient_boosting_full_postrun,hgb,8,1381800716,84,47,21
44,0.893300585963069,0.32041228188703624,-0.16400051508825725,0.9667358989704607,bert,hist_gradient_boosting_full_postrun,hgb,9,762179171,87,47,21
41,0.8871540128059636,0.3481940151159006,-0.4788546451726126,0.8730145805420836,bert,hist_gradient_boosting_full_postrun,hgb,10,1784690067,90,47,21
35,0.8753785283259062,0.35625606294820533,0.30607243517073285,1.064693333543943,bert,hist_gradient_boosting_full_postrun,hgb,11,1697625005,96,47,21
41,0.9255304750799397,0.26378646113144766,0.156082487277511,1.00992579945743,bert,hist_gradient_boosting_full_postrun,hgb,12,1512746413,90,47,21
44,0.8960762139301766,0.3298533096161233,0.37234269121534275,1.085890205950561,bert,hist_gradient_boosting_full_postrun,hgb,13,1943781587,87,47,21
42,0.8968563843800627,0.32584674749220266,-0.4165782844150962,0.8911744979476868,bert,hist_gradient_boosting_full_postrun,hgb,14,1548783626,89,47,21
46,0.8526527558809887,0.43230483759941923,0.42102740406538985,1.1262372570240384,bert,hist_gradient_boosting_full_postrun,hgb,15,380863078,85,47,21
34,0.8938646483472031,0.3348124481257279,0.5096592012759008,1.1062654888368653,bert,hist_gradient_boosting_full_postrun,hgb,16,1843517862,97,47,21
39,0.919285260287759,0.24997568454752783,-0.2765489486411567,0.9458420532481189,bert,hist_gradient_boosting_full_postrun,hgb,17,1401844688,92,47,21
40,0.9097389013199249,0.26742407354190045,-0.17626523531385052,0.9833369305837616,bert,hist_gradient_boosting_full_postrun,hgb,18,211455622,91,47,21
51,0.8578181143680861,0.3748850252608402,-0.6045641978810715,0.8976588617618051,bert,hist_gradient_boosting_full_postrun,hgb,19,640600314,80,47,21
37,0.876817953113488,0.3490872370007358,0.49513440976790557,1.1176612903993595,bert,random_forest_configuration_prerun,rf,0,1829338324,94,47,21
39,0.8804459629119682,0.371584229371836,0.8838643035979383,1.1860932787774678,bert,random_forest_configuration_prerun,rf,1,384259585,92,47,21
29,0.9134800694680362,0.2829864494623734,0.35631798530950515,1.094694472390992,bert,random_forest_configuration_prerun,rf,2,56731231,102,47,21
45,0.868821075668661,0.36507265873476824,0.5851697544465732,1.138311261494964,bert,random_forest_configuration_prerun,rf,3,1374203058,86,47,21
34,0.823201004547335,0.3761252210111672,-0.1022593359242187,1.0372157845254364,bert,random_forest_configuration_prerun,rf,4,784857332,97,47,21
34,0.8990487218444532,0.3412956988333068,0.8039602245423317,1.1814047683389937,bert,random_forest_configuration_prerun,rf,5,1003451250,97,47,21
39,0.9051313634344746,0.2968069051588768,0.19684543010622002,1.065460675422784,bert,random_forest_configuration_prerun,rf,6,171429433,92,47,21
36,0.7970432592448674,0.46890350057630986,0.9753655775224,1.1788959428893857,bert,random_forest_configuration_prerun,rf,7,795643823,95,47,21
47,0.8901153395322476,0.33831392132474064,0.2551502186727899,1.0785662668283331,bert,random_forest_configuration_prerun,rf,8,1381800716,84,47,21
44,0.8990115358797376,0.3117195361628245,0.6071051177632134,1.1395299880023042,bert,random_forest_configuration_prerun,rf,9,762179171,87,47,21
41,0.9338215181425744,0.26664696326186593,0.5424595899507749,1.1203103382881245,bert,random_forest_configuration_prerun,rf,10,1784690067,90,47,21
35,0.8273106610476104,0.41937118796867,0.5509565610151742,1.119577267837906,bert,random_forest_configuration_prerun,rf,11,1697625005,96,47,21
41,0.8704405302128043,0.3479347378673155,0.47403871840467754,1.0938240551981062,bert,random_forest_configuration_prerun,rf,12,1512746413,90,47,21
44,0.8641500138544861,0.3771318096807218,0.44126392273860826,1.0872694652659929,bert,random_forest_configuration_prerun,rf,13,1943781587,87,47,21
42,0.9069293338046929,0.30952706242314415,0.6482007452528333,1.1566776377544743,bert,random_forest_configuration_prerun,rf,14,1548783626,89,47,21
46,0.8652421065924988,0.4134244842707541,0.9887183597258187,1.2479148720725877,bert,random_forest_configuration_prerun,rf,15,380863078,85,47,21
34,0.8680494780462445,0.3733164446481432,0.6493500759171716,1.1461277380074917,bert,random_forest_configuration_prerun,rf,16,1843517862,97,47,21
39,0.9145893635141431,0.25714454763272104,-0.14368898126547883,0.982959494221282,bert,random_forest_configuration_prerun,rf,17,1401844688,92,47,21
40,0.868086477626976,0.32329192015760605,0.03437153613185199,1.0427591334543118,bert,random_forest_configuration_prerun,rf,18,211455622,91,47,21
51,0.9160239502264524,0.2881069128801659,0.3379449830851792,1.1124139187428326,bert,random_forest_configuration_prerun,rf,19,640600314,80,47,21
37,0.8557849494844338,0.37771615131808645,0.08540461505936417,1.0194776016288156,bert,hist_gradient_boosting_configuration_prerun,hgb,0,1829338324,94,47,21
39,0.8769422838352717,0.37698977922533383,0.22135681297323903,1.019908223128877,bert,hist_gradient_boosting_configuration_prerun,hgb,1,384259585,92,47,21
29,0.8914163659827722,0.3170222510167844,-0.35502117908523523,0.9208420573898863,bert,hist_gradient_boosting_configuration_prerun,hgb,2,56731231,102,47,21
45,0.846546822455115,0.39485279713448357,0.006362443152274946,0.9891279293224285,bert,hist_gradient_boosting_configuration_prerun,hgb,3,1374203058,86,47,21
34,0.772712593499506,0.42646190831047853,-0.6799881546220959,0.8949632720912157,bert,hist_gradient_boosting_configuration_prerun,hgb,4,784857332,97,47,21
34,0.8728629466881908,0.3830107600119628,0.19384710193120522,1.0373478917906978,bert,hist_gradient_boosting_configuration_prerun,hgb,5,1003451250,97,47,21
39,0.9247155676104111,0.2644023197731352,-0.14743842719279276,0.9763731078323828,bert,hist_gradient_boosting_configuration_prerun,hgb,6,171429433,92,47,21
36,0.793028331194368,0.47351875559237006,0.5366036570825117,1.0629195657123198,bert,hist_gradient_boosting_configuration_prerun,hgb,7,795643823,95,47,21
47,0.8283284347421596,0.4228638087436298,-0.3405416204657074,0.9495011336119613,bert,hist_gradient_boosting_configuration_prerun,hgb,8,1381800716,84,47,21
44,0.8371066468031123,0.3958948200508142,-0.21750473621368416,0.9509146730709941,bert,hist_gradient_boosting_configuration_prerun,hgb,9,762179171,87,47,21
41,0.869026270709741,0.37512010280727204,-0.5525770994644165,0.8528756049876057,bert,hist_gradient_boosting_configuration_prerun,hgb,10,1784690067,90,47,21
35,0.7995674510052527,0.45180387470499866,-0.0931887421138892,0.9761005033445819,bert,hist_gradient_boosting_configuration_prerun,hgb,11,1697625005,96,47,21
41,0.8673677103823805,0.3520366206619621,0.03912249607485297,0.9840552862020489,bert,hist_gradient_boosting_configuration_prerun,hgb,12,1512746413,90,47,21
44,0.8870631150362642,0.3438596907565699,0.23918984795295975,1.0536321008854694,bert,hist_gradient_boosting_configuration_prerun,hgb,13,1943781587,87,47,21
42,0.889744825094765,0.33689278184086735,-0.07732135061590731,0.9757261391752869,bert,hist_gradient_boosting_configuration_prerun,hgb,14,1548783626,89,47,21
46,0.8370406895428936,0.4546306128021306,0.27888151260582206,1.0908708830656384,bert,hist_gradient_boosting_configuration_prerun,hgb,15,380863078,85,47,21
34,0.8502290385621927,0.39772727409681724,0.2491243369918817,1.0489842411270662,bert,hist_gradient_boosting_configuration_prerun,hgb,16,1843517862,97,47,21
39,0.8887505590335345,0.29347442454004063,-0.24252781380743482,0.9470179669606154,bert,hist_gradient_boosting_configuration_prerun,hgb,17,1401844688,92,47,21
40,0.8130786055487287,0.3848395501015593,-0.463175421195439,0.9167470649033175,bert,hist_gradient_boosting_configuration_prerun,hgb,18,211455622,91,47,21
51,0.8326193720827988,0.4067509299243018,-0.6067454524411484,0.9033405046508064,bert,hist_gradient_boosting_configuration_prerun,hgb,19,640600314,80,47,21
173,0.36769477570790976,0.72747134504788,1.3099882334638095,1.3065204708895408,gpt,tokens_only,linear,0,1829338324,389,124,54
168,0.21183651786768198,0.9076328637911765,-0.29186146746258745,0.9397063055627792,gpt,tokens_only,linear,1,384259585,394,124,54
175,0.3208863640620584,0.7925081509194822,0.8482484400631273,1.2014570566376281,gpt,tokens_only,linear,2,56731231,387,124,54
176,0.26385144112871883,0.8835720725698079,0.7941258969862166,1.1805478525920474,gpt,tokens_only,linear,3,1374203058,386,124,54
168,0.31444335544197255,0.8124051630871129,1.199702182301887,1.2299657048990136,gpt,tokens_only,linear,4,784857332,394,124,54
177,0.3258226141974361,0.7843200904747092,1.1530847393964057,1.2763755085920827,gpt,tokens_only,linear,5,1003451250,385,124,54
172,0.2503500794342217,0.8038837478916118,0.21397244597627432,1.0970319480247352,gpt,tokens_only,linear,6,171429433,390,124,54
166,0.2208912593446153,0.7951167749463144,0.7236375985826745,1.0897979092924774,gpt,tokens_only,linear,7,795643823,396,124,54
170,0.24749780840761149,0.803137425299239,-0.3264437098453572,0.9200913305182657,gpt,tokens_only,linear,8,1381800716,392,124,54
172,0.28090873067975164,0.7723755063432751,0.7143734684597143,1.101965082701675,gpt,tokens_only,linear,9,762179171,390,124,54
167,0.3023890887683004,0.7994308926856174,1.2670366233736643,1.239492230027871,gpt,tokens_only,linear,10,1784690067,395,124,54
164,0.2467725302946141,0.8295800918627624,0.2181985912620998,1.086811381079675,gpt,tokens_only,linear,11,1697625005,398,124,54
163,0.24306561383231973,0.7776222680153911,-0.4034971988927965,0.9409823656668229,gpt,tokens_only,linear,12,1512746413,399,124,54
172,0.35066496351574394,0.7527648252884541,1.1023855107559069,1.2615910666142274,gpt,tokens_only,linear,13,1943781587,390,124,54
177,0.12507888291879787,0.9101553508527342,-1.0065284696837293,0.8260032343149871,gpt,tokens_only,linear,14,1548783626,385,124,54
171,0.2500590742176436,0.7966522721074795,-0.1351708070788549,0.9982263714703452,gpt,tokens_only,linear,15,380863078,391,124,54
181,0.17615127599146763,0.8813826604369084,-0.7847698230074476,0.8619458783670276,gpt,tokens_only,linear,16,1843517862,381,124,54
169,0.22831245006994072,0.8221301742876413,-0.3260941635000664,0.964885329892395,gpt,tokens_only,linear,17,1401844688,393,124,54
175,0.2650670830874714,0.8508414809747543,0.4078763658853623,1.0796380564800536,gpt,tokens_only,linear,18,211455622,387,124,54
174,0.17117687119712532,0.8818874356453985,-0.4621136039202936,0.9546719680185334,gpt,tokens_only,linear,19,640600314,388,124,54
173,0.6431761873904343,0.546486478464272,0.1919008067850101,1.0533622783279637,gpt,total_flops_only,linear,0,1829338324,389,124,54
168,0.6590632138661718,0.596951419919692,0.22424913554011303,1.0274840783617694,gpt,total_flops_only,linear,1,384259585,394,124,54
175,0.6295048506241925,0.5853609885547301,-0.2902827651292709,0.9274975839094496,gpt,total_flops_only,linear,2,56731231,387,124,54
176,0.705192320703899,0.559150404490839,-0.07570730757008998,0.9635733193473182,gpt,total_flops_only,linear,3,1374203058,386,124,54
168,0.6499322329030037,0.5805332043184803,-0.25700919704818626,0.9420683632821345,gpt,total_flops_only,linear,4,784857332,394,124,54
177,0.6592536013991497,0.5575988719794163,0.18499854705976723,1.0474021814684782,gpt,total_flops_only,linear,5,1003451250,385,124,54
172,0.6576889890868414,0.5432183518021283,-0.3333541999681993,0.9442020573641539,gpt,total_flops_only,linear,6,171429433,390,124,54
166,0.5941558636163277,0.5738673489254486,0.28688541127377876,1.0626965419431273,gpt,total_flops_only,linear,7,795643823,396,124,54
170,0.6664362028795938,0.5347187758224189,0.2829256714769289,1.0749730736947587,gpt,total_flops_only,linear,8,1381800716,392,124,54
172,0.623525603930259,0.5588615200062578,0.10659550814112152,1.0279830046562408,gpt,total_flops_only,linear,9,762179171,390,124,54
167,0.6648898691514937,0.5540743851096497,-0.2398346714242596,0.9426723755302093,gpt,total_flops_only,linear,10,1784690067,395,124,54
164,0.6769220421811539,0.5433115165577357,0.18850064998826385,1.0397068665275284,gpt,total_flops_only,linear,11,1697625005,398,124,54
163,0.6460536823665458,0.5317509449197316,-0.6835560685661447,0.8647961217189264,gpt,total_flops_only,linear,12,1512746413,399,124,54
172,0.6383406877462736,0.5617909322091944,-0.576254008552994,0.8805821311474088,gpt,total_flops_only,linear,13,1943781587,390,124,54
177,0.6781387372196904,0.5520334989025854,-0.444563736384704,0.9024642732407087,gpt,total_flops_only,linear,14,1548783626,385,124,54
171,0.6477728670355236,0.5459673549626357,-0.5260462503378447,0.8889188979068319,gpt,total_flops_only,linear,15,380863078,391,124,54
181,0.6984787618122907,0.5332117604066172,0.17537694666769713,1.03352062794249,gpt,total_flops_only,linear,16,1843517862,381,124,54
169,0.6383827409722925,0.5627874658173392,-0.4150986270135107,0.9046632514349207,gpt,total_flops_only,linear,17,1401844688,393,124,54
175,0.6720858910598333,0.5683355948097866,0.16729245399493414,1.0260713556981245,gpt,total_flops_only,linear,18,211455622,387,124,54
174,0.6686608971024763,0.5575946142737097,-0.27093729067513145,0.937909090155724,gpt,total_flops_only,linear,19,640600314,388,124,54
173,0.6394887222894277,0.5493029529647523,0.20133995478195907,1.0561259326323722,gpt,compute_only,linear,0,1829338324,389,124,54
168,0.6565254269574744,0.5991690257509688,0.17809771956588547,1.0178762226385942,gpt,compute_only,linear,1,384259585,394,124,54
175,0.6275725665869243,0.5868854521855532,-0.2916431276663831,0.9285450522131226,gpt,compute_only,linear,2,56731231,387,124,54
176,0.7011364939915139,0.562983531321053,-0.11313735362010426,0.9557579520839515,gpt,compute_only,linear,3,1374203058,386,124,54
168,0.648484000006343,0.5817327999577407,-0.24804720295674332,0.9453059645981639,gpt,compute_only,linear,4,784857332,394,124,54
177,0.6560536223740732,0.5602109833877071,0.1853257768204702,1.048750695890122,gpt,compute_only,linear,5,1003451250,385,124,54
172,0.655468810864746,0.5449771212848192,-0.33464861324711803,0.9443950397429868,gpt,compute_only,linear,6,171429433,390,124,54
166,0.5964435907570904,0.5722476294964138,0.3562476714791675,1.0785420931519847,gpt,compute_only,linear,7,795643823,396,124,54
170,0.6643504592804863,0.5363879441460098,0.2835446384596596,1.0756638864877364,gpt,compute_only,linear,8,1381800716,392,124,54
172,0.6268124161452058,0.5564165998541464,0.19940340741811147,1.0488547427910513,gpt,compute_only,linear,9,762179171,390,124,54
167,0.668006062495389,0.5514921957797662,-0.18310392750827081,0.954830881078122,gpt,compute_only,linear,10,1784690067,395,124,54
164,0.679503746379403,0.5411363711911682,0.25263739792443196,1.0525457263022193,gpt,compute_only,linear,11,1697625005,398,124,54
163,0.6465627671486658,0.5313683957725037,-0.6764818351979843,0.8652972283118573,gpt,compute_only,linear,12,1512746413,399,124,54
172,0.6330269790517131,0.5659029625534494,-0.6036606765962236,0.8752937222602458,gpt,compute_only,linear,13,1943781587,390,124,54
177,0.6718439347860192,0.5574055583221742,-0.5065369348395766,0.8888068047399205,gpt,compute_only,linear,14,1548783626,385,124,54
171,0.6487501937372209,0.5452093793888333,-0.5113327009615988,0.8914369041077029,gpt,compute_only,linear,15,380863078,391,124,54
181,0.696006241455033,0.535393505947874,0.14769652260958518,1.0282401016323166,gpt,compute_only,linear,16,1843517862,381,124,54
169,0.6350201246697154,0.565398042653198,-0.4377283227481245,0.899979681313057,gpt,compute_only,linear,17,1401844688,393,124,54
175,0.6705143819126506,0.5696958245655811,0.1555524040404873,1.0245094442240807,gpt,compute_only,linear,18,211455622,387,124,54
174,0.6674178560348453,0.55863956210815,-0.2857969439018497,0.9349433745058284,gpt,compute_only,linear,19,640600314,388,124,54
173,0.7073510261852219,0.4949097491147527,0.53182982337809,1.1198049410649002,gpt,compute_memory,linear,0,1829338324,389,124,54
168,0.7338077291187193,0.5274724468799751,-0.05292284882490835,0.9700217302004582,gpt,compute_memory,linear,1,384259585,394,124,54
175,0.7153047442659469,0.5131243534219967,-0.24745000673050108,0.9506687173354578,gpt,compute_memory,linear,2,56731231,387,124,54
176,0.7657276968795488,0.498447842965781,-0.22247197672819596,0.9344597191807789,gpt,compute_memory,linear,3,1374203058,386,124,54
168,0.7467451499630464,0.4937758987833352,-0.15551507385869592,0.9756636296387997,gpt,compute_memory,linear,4,784857332,394,124,54
177,0.7204563980926242,0.5050461068284819,0.1940912269615176,1.0627131007645276,gpt,compute_memory,linear,5,1003451250,385,124,54
172,0.7573518056404019,0.45735405177364213,-0.13744452025984524,0.9816359062000894,gpt,compute_memory,linear,6,171429433,390,124,54
166,0.7069508660851677,0.48764311727405374,0.35155133406468264,1.0818591428366036,gpt,compute_memory,linear,7,795643823,396,124,54
170,0.7516658909656798,0.4613751153224718,0.2770809337705853,1.070186420178919,gpt,compute_memory,linear,8,1381800716,392,124,54
172,0.7142016109956039,0.4869298214177245,0.3699652171069053,1.0871927898497573,gpt,compute_memory,linear,9,762179171,390,124,54
167,0.7476634113079105,0.48079994385194114,0.12181332926887856,1.0129196056723393,gpt,compute_memory,linear,10,1784690067,395,124,54
164,0.7512953613660424,0.47669125970549614,0.6215037749109443,1.1092442301992018,gpt,compute_memory,linear,11,1697625005,398,124,54
163,0.6728167002465794,0.5112521356145228,-0.8921888025830426,0.808527041843051,gpt,compute_memory,linear,12,1512746413,399,124,54
172,0.7194984788879423,0.4947576400870271,-0.5171482560668025,0.8976494406759229,gpt,compute_memory,linear,13,1943781587,390,124,54
177,0.7522017489620874,0.4843733000736698,-0.587520831227413,0.8700631195546182,gpt,compute_memory,linear,14,1548783626,385,124,54
171,0.7307662071558391,0.47733145747121136,-0.5439425508477683,0.8799301773723356,gpt,compute_memory,linear,15,380863078,391,124,54
181,0.7812798342088433,0.4541352140986322,-0.021801419586708906,0.9999013489710401,gpt,compute_memory,linear,16,1843517862,381,124,54
169,0.7222781566211045,0.4932020363268335,-0.41652610118460426,0.9005767576662226,gpt,compute_memory,linear,17,1401844688,393,124,54
175,0.7656728138898998,0.48043666524466133,0.12819296296305643,1.026915439250905,gpt,compute_memory,linear,18,211455622,387,124,54
174,0.7772675003890365,0.4571661009122341,-0.039469260879253815,0.9840869138997429,gpt,compute_memory,linear,19,640600314,388,124,54
173,0.8782759949341821,0.31918363980850506,-0.04505619734779393,0.9990622956367311,gpt,compute_efficiency,linear,0,1829338324,389,124,54
168,0.9117695425680121,0.30367659660912383,0.09734496199746015,1.0094685789810118,gpt,compute_efficiency,linear,1,384259585,394,124,54
175,0.905104436120287,0.29624802766489833,-0.19490809177099927,0.9562911956498948,gpt,compute_efficiency,linear,2,56731231,387,124,54
176,0.9278851694384516,0.2765486489456213,-0.042677667392911824,0.980606602152123,gpt,compute_efficiency,linear,3,1374203058,386,124,54
168,0.9212376759981264,0.2753659668147092,-0.10233760604634431,0.9809601594838138,gpt,compute_efficiency,linear,4,784857332,394,124,54
177,0.8993720165326227,0.3030160511024706,-0.023421793152451107,1.01046738150012,gpt,compute_efficiency,linear,5,1003451250,385,124,54
172,0.8985749671364885,0.2956899593094311,-0.21516212813073288,0.9703220500857649,gpt,compute_efficiency,linear,6,171429433,390,124,54
166,0.9103585646063789,0.2697033114482174,0.16841340771207733,1.0312039786162366,gpt,compute_efficiency,linear,7,795643823,396,124,54
170,0.9007825812887408,0.2916284848395271,0.09762864096946244,1.027219719317005,gpt,compute_efficiency,linear,8,1381800716,392,124,54
172,0.9077703348203096,0.2766124994886041,0.15329591149245744,1.0304839762431197,gpt,compute_efficiency,linear,9,762179171,390,124,54
167,0.9137973631728733,0.2810182789905495,0.06454456074343037,1.0019935109165297,gpt,compute_efficiency,linear,10,1784690067,395,124,54
164,0.9041404636569598,0.29594629569972547,0.19088234644750895,1.0357244264291117,gpt,compute_efficiency,linear,11,1697625005,398,124,54
163,0.8674933586576993,0.32535568086434385,-0.5739993875928964,0.877231109707286,gpt,compute_efficiency,linear,12,1512746413,399,124,54
172,0.9058255568296132,0.2866760616392661,-0.33693513503518546,0.9330997056992659,gpt,compute_efficiency,linear,13,1943781587,390,124,54
177,0.9099247325563239,0.2920342961226742,-0.2914886924432856,0.9399745953090528,gpt,compute_efficiency,linear,14,1548783626,385,124,54
171,0.9016167744544457,0.2885464930609766,-0.35477531928534506,0.9224305516831018,gpt,compute_efficiency,linear,15,380863078,391,124,54
181,0.9174539796952759,0.2789901276602799,0.02245639639558171,1.0101839666110433,gpt,compute_efficiency,linear,16,1843517862,381,124,54
