n_test,r2,rmse,calib_intercept,calib_slope,setting,model,kind,split,split_seed,n_train,n_train_groups,n_test_groups
44,0.9210247735682078,0.2875469766999472,0.10172774720397709,0.9943229060302219,bert,full_interpretable,linear,13,1943781587,87,47,21
42,0.92781880114968,0.27258644782308594,-0.1660860928240261,0.9832056539361638,bert,full_interpretable,linear,14,1548783626,89,47,21
46,0.9488649753619424,0.2546703126291457,0.22512804757121374,1.0356953379137184,bert,full_interpretable,linear,15,380863078,85,47,21
34,0.9282996935526074,0.2751896340939478,0.1658667893678894,0.9980721957315661,bert,full_interpretable,linear,16,1843517862,97,47,21
39,0.9177254705155432,0.25237948203645827,0.029996461876072637,1.0422254455380753,bert,full_interpretable,linear,17,1401844688,92,47,21
40,0.947167643736714,0.20459743381317982,-0.10014283202765283,0.9960099171754909,bert,full_interpretable,linear,18,211455622,91,47,21
51,0.9530959889650683,0.2153183037321167,-0.20208151910821712,0.962491591225887,bert,full_interpretable,linear,19,640600314,80,47,21
37,0.9284096846373094,0.26612605763285024,0.19990934355144205,1.0530525905724804,bert,full_plus_hardware,linear,0,1829338324,94,47,21
39,0.9387478207981992,0.2659720023336865,0.21031451479090837,1.0454046750858172,bert,full_plus_hardware,linear,1,384259585,92,47,21
29,0.9104646307303504,0.2878756116787427,0.13645336452168755,1.0485760678627052,bert,full_plus_hardware,linear,2,56731231,102,47,21
45,0.9288935271673787,0.2687830292442818,0.07829140975464817,1.0194271608774557,bert,full_plus_hardware,linear,3,1374203058,86,47,21
34,0.9214723199324957,0.2506709131386979,-0.1279294060987914,0.963885257834098,bert,full_plus_hardware,linear,4,784857332,97,47,21
34,0.9482907848757555,0.2442636694842504,0.19208117305974942,1.0323747086245778,bert,full_plus_hardware,linear,5,1003451250,97,47,21
39,0.9249924768301964,0.2639156129824357,0.13734208409692306,1.042011507638025,bert,full_plus_hardware,linear,6,171429433,92,47,21
36,0.9360652735538963,0.2631783383828066,0.3272632487414665,1.0628293118737928,bert,full_plus_hardware,linear,7,795643823,95,47,21
47,0.9511907102645858,0.22547717123514266,-0.223479896014902,0.9414030857088846,bert,full_plus_hardware,linear,8,1381800716,84,47,21
44,0.946360638176755,0.22717991817064354,-0.10685194225893606,0.9729071794608158,bert,full_plus_hardware,linear,9,762179171,87,47,21
41,0.9507832637743515,0.22995065297176703,-0.004812076099019417,0.995193612753151,bert,full_plus_hardware,linear,10,1784690067,90,47,21
35,0.9214313791868279,0.28287228012198956,0.3046757032383594,1.083805478603949,bert,full_plus_hardware,linear,11,1697625005,96,47,21
41,0.9474266250475416,0.22163897788133013,-0.043736258776818575,0.9999015800201542,bert,full_plus_hardware,linear,12,1512746413,90,47,21
44,0.9178541605105198,0.2932622430385469,0.08918750155487477,0.9908233971701493,bert,full_plus_hardware,linear,13,1943781587,87,47,21
42,0.9274750943195149,0.27323466757377973,-0.16523976736476634,0.9835259403739817,bert,full_plus_hardware,linear,14,1548783626,89,47,21
46,0.9485173005180156,0.25553461716283715,0.22135040588145627,1.0342533237362508,bert,full_plus_hardware,linear,15,380863078,85,47,21
34,0.9278868805330429,0.27598069638756667,0.1589995160550939,0.9974543834685234,bert,full_plus_hardware,linear,16,1843517862,97,47,21
39,0.9177797822102485,0.2522961669428953,0.029761199784279116,1.0421805069926828,bert,full_plus_hardware,linear,17,1401844688,92,47,21
40,0.9472277358861722,0.2044810449327168,-0.10301312603711417,0.9954531262663818,bert,full_plus_hardware,linear,18,211455622,91,47,21
51,0.9520520373282699,0.21770130750549502,-0.22093602536873952,0.9572000361231774,bert,full_plus_hardware,linear,19,640600314,80,47,21
37,0.9283213379703945,0.2662902146206105,0.18659074938218329,1.049217180804199,bert,full_plus_hardware_gpu_count,linear,0,1829338324,94,47,21
39,0.9397647269734327,0.26375493374517434,0.21903857871508897,1.0473671048437516,bert,full_plus_hardware_gpu_count,linear,1,384259585,92,47,21
29,0.9145780553821896,0.2811850886343156,0.13440360257060027,1.0499052045910353,bert,full_plus_hardware_gpu_count,linear,2,56731231,102,47,21
45,0.93038113590488,0.2659565817852519,0.08043423391998897,1.018717601959533,bert,full_plus_hardware_gpu_count,linear,3,1374203058,86,47,21
34,0.9162903137217228,0.2588096208660001,-0.21297589240514672,0.945007558773729,bert,full_plus_hardware_gpu_count,linear,4,784857332,97,47,21
34,0.9502416791721279,0.2396115575120659,0.18106831576675733,1.0310486671567685,bert,full_plus_hardware_gpu_count,linear,5,1003451250,97,47,21
39,0.9246405409802674,0.26453403541848974,0.16530441546217806,1.0468626516814237,bert,full_plus_hardware_gpu_count,linear,6,171429433,92,47,21
36,0.9370839973372764,0.2610732021803419,0.3337295122505385,1.0654387050614769,bert,full_plus_hardware_gpu_count,linear,7,795643823,95,47,21
47,0.9487889399842675,0.230958109714208,-0.26278317631902387,0.9308729758449255,bert,full_plus_hardware_gpu_count,linear,8,1381800716,84,47,21
44,0.9441606252707686,0.23179198302424528,-0.03890684995151474,0.9869342544482339,bert,full_plus_hardware_gpu_count,linear,9,762179171,87,47,21
41,0.9506844331160512,0.2301814157026418,0.008386738094108186,0.9979912454729233,bert,full_plus_hardware_gpu_count,linear,10,1784690067,90,47,21
35,0.9240999051578298,0.27802700772296457,0.3128219519282436,1.0868697859469483,bert,full_plus_hardware_gpu_count,linear,11,1697625005,96,47,21
41,0.9485985865326558,0.2191546756679132,-0.008308147046537543,1.0082756831632347,bert,full_plus_hardware_gpu_count,linear,12,1512746413,90,47,21
44,0.9139409581224887,0.3001660838422838,0.09120781286815557,0.9897511554914964,bert,full_plus_hardware_gpu_count,linear,13,1943781587,87,47,21
42,0.9296493841383713,0.26910772611695993,-0.15330133615330746,0.9868072898420025,bert,full_plus_hardware_gpu_count,linear,14,1548783626,89,47,21
46,0.9437760044547028,0.2670422259038026,0.15062369895434502,1.0138547863915135,bert,full_plus_hardware_gpu_count,linear,15,380863078,85,47,21
34,0.9272767287971332,0.27714577850066935,0.12460972778625251,0.990030203747049,bert,full_plus_hardware_gpu_count,linear,16,1843517862,97,47,21
39,0.9194009408978135,0.2497964873629332,0.033398167748820894,1.0416700473987268,bert,full_plus_hardware_gpu_count,linear,17,1401844688,92,47,21
40,0.9492021257156718,0.20061941588822696,-0.09915744561243768,0.9964419384158419,bert,full_plus_hardware_gpu_count,linear,18,211455622,91,47,21
51,0.9450528339895176,0.2330497315876338,-0.23252700055816328,0.9483421413006771,bert,full_plus_hardware_gpu_count,linear,19,640600314,80,47,21
37,0.6583240409594013,0.5813898877278476,0.1111922220307042,1.0499973355842571,bert,runtime_only_postrun,linear,0,1829338324,94,47,21
39,0.7279692103226638,0.5605110538209713,0.10670552080318339,1.01255041972685,bert,runtime_only_postrun,linear,1,384259585,92,47,21
29,0.6331510798891871,0.5827082698776817,-0.45174316661889946,0.9116140272817953,bert,runtime_only_postrun,linear,2,56731231,102,47,21
45,0.7298080042825951,0.5239423643768459,-0.178609589090946,0.9567989055837689,bert,runtime_only_postrun,linear,3,1374203058,86,47,21
34,0.5267727584528913,0.6153574004692821,-0.676262182495664,0.8943031223707988,bert,runtime_only_postrun,linear,4,784857332,97,47,21
34,0.7298376141086085,0.5583253484873276,0.12624299910131484,1.0132667559264068,bert,runtime_only_postrun,linear,5,1003451250,97,47,21
39,0.7410590624467046,0.4903577335559596,-0.16294219549651534,0.9751273203642473,bert,runtime_only_postrun,linear,6,171429433,92,47,21
36,0.7528520452289764,0.5174402944836534,0.00961038146627291,0.9559022782696078,bert,runtime_only_postrun,linear,7,795643823,95,47,21
47,0.7339601372470066,0.5264106793306175,0.5046241650085855,1.1169304546881473,bert,runtime_only_postrun,linear,8,1381800716,84,47,21
44,0.7366694660970481,0.5033600539913744,-0.53961442409693,0.8661310354657742,bert,runtime_only_postrun,linear,9,762179171,87,47,21
41,0.7308292999277545,0.5377645057815681,-0.05588309264051276,0.9941421823987344,bert,runtime_only_postrun,linear,10,1784690067,90,47,21
35,0.7205483734960119,0.5334812341291921,-0.0017905195958098483,0.9786275499233614,bert,runtime_only_postrun,linear,11,1697625005,96,47,21
41,0.7051495239792933,0.5248849574063759,-0.44007560405581936,0.8750020889620805,bert,runtime_only_postrun,linear,12,1512746413,90,47,21
44,0.7392454705738832,0.5224915802966345,0.4115965396810649,1.0382022207087231,bert,runtime_only_postrun,linear,13,1943781587,87,47,21
42,0.7294166139363074,0.5277676647489339,0.028271215695645193,0.9876991533139717,bert,runtime_only_postrun,linear,14,1548783626,89,47,21
46,0.7467663879411041,0.5667346440191852,0.4640662284175833,1.148111743901735,bert,runtime_only_postrun,linear,15,380863078,85,47,21
34,0.716070771821967,0.5476166142123688,-0.03988318296373963,0.9943001532852322,bert,runtime_only_postrun,linear,16,1843517862,97,47,21
39,0.5637749527316671,0.5811344751564882,-0.10058557121722217,1.0048341576051538,bert,runtime_only_postrun,linear,17,1401844688,92,47,21
40,0.67326599712286,0.5088003001622863,-0.5411387201032184,0.8720879099718096,bert,runtime_only_postrun,linear,18,211455622,91,47,21
51,0.7374113403784825,0.5094645164024613,-0.10674366088481013,0.9926913415385864,bert,runtime_only_postrun,linear,19,640600314,80,47,21
37,0.925353426198204,0.27174727767429974,0.10304451230517256,1.0024657340411,bert,device_seconds_postrun,linear,0,1829338324,94,47,21
39,0.9456301449504478,0.25058451970673695,0.17248593253589548,1.0444392909515328,bert,device_seconds_postrun,linear,1,384259585,92,47,21
29,0.9518446501353913,0.21112022033409072,-0.2513474288497441,0.9331835800952094,bert,device_seconds_postrun,linear,2,56731231,102,47,21
45,0.9247347396743031,0.2765314685798498,0.20104330937290416,1.0336613887175161,bert,device_seconds_postrun,linear,3,1374203058,86,47,21
34,0.9043054043371206,0.2767172705437294,0.5168300922882257,1.125166496191769,bert,device_seconds_postrun,linear,4,784857332,97,47,21
34,0.9433674247936404,0.2556277864356544,0.12438616807766271,1.0161176708682513,bert,device_seconds_postrun,linear,5,1003451250,97,47,21
39,0.9070538855426685,0.2937841020870224,0.04465569033544042,1.011163181925962,bert,device_seconds_postrun,linear,6,171429433,92,47,21
36,0.9435945296141378,0.24719651720344762,0.124341245371018,1.034820680217255,bert,device_seconds_postrun,linear,7,795643823,95,47,21
47,0.9442147333636254,0.241052194901916,0.05240619550873886,1.0221515115246278,bert,device_seconds_postrun,linear,8,1381800716,84,47,21
44,0.942050889206704,0.23613019503409333,0.026590212244779938,0.9973542795720934,bert,device_seconds_postrun,linear,9,762179171,87,47,21
41,0.9401271814169002,0.2536256036658321,-0.09114733054598953,0.9626757736579931,bert,device_seconds_postrun,linear,10,1784690067,90,47,21
