gpu_model,arch,model,framework,gpus,max_length,batch_size,seq_len_batch,grad_accum,num_layers,hidden_size,heads,ff,task,fp16,bf16,power_correction,energy_consumed_kWh,duration_s,tokens_seen,tokens_per_sec_run,FLOPs,params_calc,M_proxy,flops_per_token_proxy,eta_h_proxy,n_runs,median_n_epochs,T1,speed_up,parallel_efficiency,strategy,memory,compute,log_energy_consumed_kWh,log_parallel_efficiency,log_FLOPs,log_params_calc,log_tokens_seen,log_speed_up,log_M_proxy,log_compute,log_memory,log_AI,log_energy,log_C,log_M,log_eta,log_duration,log_tokens,log_total_flops,device_seconds,log_device_seconds,log_gpus,log2_gpus,config_family_id,workload_family_id,exact_config_id
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",Baseline,1,32,8,32,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.003458,54.591,1356096.0,24841.0177501786,22496005324800.0,81920000.0,1638400.0,49766400.0,1.861504,1,3.0,54.591,1.0,1.0,Baseline,2221827686400.0,111091384320000.0,-5.667064891721038,0.0,30.744358868256636,18.221253719255472,14.120120541436703,0.0,14.309230713827326,32.34137426069218,28.429351255264027,16.435128154429307,-5.667064891721038,32.34137426069218,14.309230713827326,0.0,3.9998690339992153,14.120120541436703,30.744358868256633,54.591,3.9998690339992153,0.0,0.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0|Baseline|1"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",Baseline,1,64,8,64,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.003834,55.413,1970304.0,35556.71051919225,33088497254400.0,81920000.0,3276800.0,50380800.0,1.356101,1,3.0,55.413,1.0,1.0,Baseline,6456292147200.0,161407303680000.0,-5.563846634358684,0.0,31.130206822941435,18.221253719255472,14.493698403529692,0.0,15.002377894387273,32.714952122785164,29.49607629791696,16.127828928554163,-5.5638466343586845,32.714952122785164,15.002377894387271,0.0,4.014814223265293,14.493698403529692,31.130206822941435,55.413,4.014814223265293,0.0,0.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0|Baseline|1"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",Baseline,1,96,8,96,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.00434,57.666,2584512.0,44818.64530225784,43932568780800.0,81920000.0,4915200.0,50995200.0,1.207014,1,3.0,57.666,1.0,1.0,Baseline,12703393382400.0,211723223040000.0,-5.439880930869824,0.0,31.41367704661596,18.221253719255472,14.765047266671877,0.0,15.407843002495436,32.98630098592734,30.172890269167308,16.005834044120526,-5.4398809308698235,32.98630098592734,15.407843002495435,0.0,4.054667745069202,14.765047266671875,31.413677046615962,57.666,4.054667745069202,0.0,0.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|96|8|96|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|96|8|96|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|96|8|96|8|10|640|10|2560|WIKITEXT|True|False|1.0|Baseline|1"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",Baseline,1,128,8,128,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.0049949999999999,62.273,3198720.0,51366.08160840171,55028219904000.0,81920000.0,6553600.0,51609600.0,1.136877,1,3.0,62.273,1.0,1.0,Baseline,20963131392000.0,262039142400000.0,-5.29931786688162,0.0,31.638867258739417,18.221253719255472,14.978261287748614,0.0,15.695525074947216,33.19951500700409,30.673786362695832,15.943342183792202,-5.2993178668816405,33.19951500700409,15.695525074947216,0.0,4.131527945016308,14.978261287748616,31.638867258739417,62.273,4.131527945016308,0.0,0.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|128|8|128|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|128|8|128|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|128|8|128|8|10|640|10|2560|WIKITEXT|True|False|1.0|Baseline|1"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,2,32,8,32,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.007164,80.011,1970496.0,24627.813675619604,32688164044800.0,81920000.0,1638400.0,49766400.0,2.308485,1,3.0,54.591,0.6822936846183649,0.3411468423091824,FSDP,3228460646400.0,161423032320000.0,-4.938686794783672,-1.075442271782353,31.118034172493424,18.221253719255472,14.493795845673496,-0.3822950912224078,14.309230713827326,32.71504956492897,28.80302655950082,16.808803458666098,-4.9386867947836715,32.71504956492897,14.309230713827326,-1.0754422717823533,4.382164125221623,14.493795845673496,31.118034172493424,160.022,5.075311305781568,0.6931471805599453,1.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|2"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,2,64,8,64,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.007945,80.014,3199104.0,39981.80318444272,53724472934400.0,81920000.0,3276800.0,50380800.0,1.879653,1,3.0,55.413,0.6925413052715774,0.3462706526357887,FSDP,10482823987200.0,262070599680000.0,-4.835212478993458,-1.0605345766578207,31.614889747974377,18.221253719255472,14.978381328562635,-0.3673873960978754,15.002377894387273,33.199635047818106,29.980759222949903,16.612511853587108,-4.835212478993458,33.199635047818106,15.002377894387271,-1.0605345766578207,4.382201619363168,14.978381328562635,31.614889747974377,160.028,5.0753487999231135,0.6931471805599453,1.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|2"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,2,96,8,96,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.008785,81.71000000000001,4427712.0,54188.12874801125,75264019660800.0,81920000.0,4915200.0,50995200.0,1.753379,1,3.0,57.666,0.7057398115285766,0.3528699057642883,FSDP,21763090022400.0,362718167040000.0,-4.734709557343076,-1.0416558288873592,31.95202330998911,18.221253719255472,15.303393530045025,-0.3485086483274139,15.407843002495436,33.52464724930049,30.711236532540457,16.544180307493676,-4.734709557343076,33.52464724930049,15.407843002495435,-1.0416558288873592,4.403176393396616,15.303393530045023,31.952023309989112,163.42000000000002,5.096323573956561,0.6931471805599453,1.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|96|8|96|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|96|8|96|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|96|8|96|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|2"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,2,128,8,128,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.009967,85.75999999999999,5656320.0,65955.22388059703,97306804224000.0,81920000.0,6553600.0,51609600.0,1.72596,1,3.0,62.273,0.726131063432836,0.363065531716418,FSDP,37069258752000.0,463365734400000.0,-4.608475642996818,-1.0131719328661286,32.2088900330352,18.221253719255472,15.548284062044402,-0.3200247523061834,15.695525074947216,33.769537781299874,31.24380913699162,16.51336495808799,-4.608475642996818,33.769537781299874,15.695525074947216,-1.0131719328661286,4.451552697322492,15.548284062044402,32.2088900330352,171.51999999999998,5.144699877882437,0.6931471805599453,1.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|128|8|128|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|128|8|128|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|128|8|128|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|2"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,4,32,8,32,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.012104,76.845,3199488.0,41635.60413820027,53075666534400.0,81920000.0,1638400.0,49766400.0,3.764501,1,3.0,54.591,0.7104040601210228,0.1776010150302557,FSDP,5242041139200.0,262102056960000.0,-4.4142193024960825,-1.7282157331799506,31.60273968178852,18.221253719255472,14.97850135496859,-0.3419213720600601,14.309230713827326,33.19975507422406,29.287732068795915,17.29350896796119,-4.4142193024960825,33.19975507422406,14.309230713827326,-1.7282157331799508,4.341790406059276,14.97850135496859,31.602739681788517,307.38,5.7280847671791655,1.3862943611198906,2.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|4"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,4,64,8,64,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.013832,78.118,5657088.0,72417.21498246244,95002873036800.0,81920000.0,3276800.0,50380800.0,3.344562,1,3.0,55.413,0.709349957756215,0.1773374894390537,FSDP,18537145958400.0,463428648960000.0,-4.280770530601147,-1.729700641896844,32.18492824956442,18.221253719255472,15.548419830152682,-0.3434062807769533,15.002377894387273,33.769673549408154,30.550797724539954,17.182550355177153,-4.280770530601147,33.769673549408154,15.002377894387271,-1.7297006418968441,4.3582205040422455,15.548419830152683,32.18492824956443,312.472,5.744514865162136,1.3862943611198906,2.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|4"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,4,96,8,96,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.015366,79.26,7911936.0,99822.558667676,134490252902400.0,81920000.0,4915200.0,50995200.0,3.249952,1,3.0,57.666,0.727554882664648,0.181888720666162,FSDP,38888747827200.0,648145797120000.0,-4.175598002536693,-1.7043602038129773,32.53251284321729,18.221253719255472,15.883883063273204,-0.3180658426930867,15.407843002495436,34.105136782528675,31.29172606576864,17.124669840721854,-4.175598002536694,34.105136782528675,15.407843002495435,-1.7043602038129773,4.372733587762289,15.883883063273203,32.53251284321729,317.04,5.75902794888218,1.3862943611198906,2.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|96|8|96|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|96|8|96|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|96|8|96|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|4"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,4,128,8,128,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.013311,66.075,7905792.0,119648.76276958002,136004920934400.0,81920000.0,6553600.0,51609600.0,3.166649,1,3.0,62.273,0.9424593265228908,0.2356148316307226,FSDP,51811398451200.0,647642480640000.0,-4.319164517917255,-1.445556876593935,32.54371218435117,18.221253719255472,15.88310621336037,-0.0592625154740446,15.695525074947216,34.10435993261584,31.578631288307587,16.84818710940396,-4.319164517917255,34.10435993261584,15.695525074947216,-1.4455568765939355,4.190790460490353,15.883106213360373,32.54371218435117,264.3,5.577084821610244,1.3862943611198906,2.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|128|8|128|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|128|8|128|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|128|8|128|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|4"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,6,32,8,32,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.018899,78.981,4428288.0,56067.76313290538,73459983974400.0,81920000.0,1638400.0,49766400.0,5.279168,1,3.0,54.591,0.6911915523986781,0.1151985920664463,FSDP,7255307059200.0,362765352960000.0,-3.9686462683692367,-2.161097752440462,31.927761938165947,18.221253719255472,15.30352361134602,-0.3693382832124071,14.309230713827326,33.52477733060149,29.612754325173345,17.61853122433862,-3.9686462683692367,33.524777330601495,14.309230713827326,-2.1610977524404626,4.369207317211623,15.30352361134602,31.927761938165947,473.88599999999997,6.160966786439677,1.791759469228055,2.584962500721156,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|6"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,6,64,8,64,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.021022,79.866,7911936.0,99065.13409961686,132869888409600.0,81920000.0,3276800.0,50380800.0,4.746224,1,3.0,55.413,0.6938246562993013,0.1156374427165502,FSDP,25925831884800.0,648145797120000.0,-3.8621857705809743,-2.1572954762557,32.52039148268494,18.221253719255472,15.883883063273204,-0.3655360070276446,15.002377894387273,34.105136782528675,30.886260957660472,17.518013588297674,-3.8621857705809743,34.105136782528675,15.002377894387271,-2.1572954762556997,4.380350230292937,15.883883063273203,32.52039148268494,479.196,6.172109699520992,1.791759469228055,2.584962500721156,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|6"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,6,96,8,96,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.015763,59.295,7902144.0,133268.3025550215,134323804569600.0,81920000.0,4915200.0,50995200.0,4.545977,1,3.0,57.666,0.9725271945357956,0.1620878657559659,FSDP,38840618188800.0,647343636480000.0,-4.150089857337732,-1.8196167095756115,32.531274452966144,18.221253719255472,15.882644673022057,-0.0278572403475563,15.407843002495436,34.10389839227753,31.29048767551749,17.123431450470708,-4.150089857337732,34.10389839227753,15.407843002495435,-1.8196167095756115,4.082524985416758,15.882644673022057,32.531274452966144,355.77,5.874284454644814,1.791759469228055,2.584962500721156,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|96|8|96|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|96|8|96|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|96|8|96|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|6"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,6,128,8,128,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.0131399999999999,48.86,7893504.0,161553.4997953336,135793528012800.0,81920000.0,6553600.0,51609600.0,4.32646,1,3.0,62.273,1.2745190339746215,0.2124198389957702,FSDP,51730867814400.0,646635847680000.0,-4.332094265925672,-1.549190590041341,32.54215667169065,18.221253719255472,15.881550700699847,0.242568879186714,15.695525074947216,34.10280441995532,31.577075775647064,16.846631596743432,-4.33209426592568,34.10280441995532,15.695525074947216,-1.5491905900413414,3.8889590658295945,15.881550700699847,32.54215667169065,293.15999999999997,5.6807185350576495,1.791759469228055,2.584962500721156,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|128|8|128|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|128|8|128|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|128|8|128|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|6"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=768,h=12,ff=3072)",Baseline,1,32,8,32,8,10,768,12,3072,WIKITEXT,True,False,1.0,0.003655,55.373000000000005,1356096.0,24490.2028064219,32327592837120.0,117964800.0,1966080.0,71516160.0,1.871459,1,3.0,55.373000000000005,1.0,1.0,Baseline,2666193223680.0,159971593420800.0,-5.611659185780395,0.0,31.10694224888153,18.585896832843385,14.120120541436703,0.0,14.49155227062128,32.70601737428009,28.611672812057986,16.61538997826025,-5.611659185780395,32.70601737428009,14.49155227062128,0.0,4.014092110331561,14.120120541436703,31.10694224888153,55.373000000000005,4.014092110331561,0.0,0.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|32|8|32|8|10|768|12|3072|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|32|8|32|8|10|768|12|3072|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|32|8|32|8|10|768|12|3072|WIKITEXT|True|False|1.0|Baseline|1"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=768,h=12,ff=3072)",Baseline,1,64,8,64,8,10,768,12,3072,WIKITEXT,True,False,1.0,0.004161,56.188,1970304.0,35066.27749697444,47453747281920.0,117964800.0,3932160.0,72253440.0,1.35767,1,3.0,56.188,1.0,1.0,Baseline,7747550576640.0,232426517299200.0,-5.481999848981332,0.0,31.49077661114171,18.585896832843385,14.493698403529692,0.0,15.184699451181226,33.07959523637307,29.67839785471092,16.30607715996048,-5.481999848981333,33.07959523637307,15.184699451181226,0.0,4.028703210968663,14.493698403529692,31.49077661114171,56.188,4.028703210968663,0.0,0.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|64|8|64|8|10|768|12|3072|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|64|8|64|8|10|768|12|3072|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|64|8|64|8|10|768|12|3072|WIKITEXT|True|False|1.0|Baseline|1"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=768,h=12,ff=3072)",Baseline,1,96,8,96,8,10,768,12,3072,WIKITEXT,True,False,1.0,0.004859,60.488,2584512.0,42727.68152360799,62881797242880.0,117964800.0,5898240.0,72990720.0,1.215598,1,3.0,60.488,1.0,1.0,Baseline,15244072058880.0,304881441177600.0,-5.326922623558371,0.0,31.772277845747908,18.585896832843385,14.765047266671877,0.0,15.59016455928939,33.35094409951525,30.355211825961263,16.182113286458517,-5.326922623558371,33.35094409951525,15.59016455928939,0.0,4.102444998255969,14.765047266671875,31.772277845747908,60.488,4.102444998255969,0.0,0.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|96|8|96|8|10|768|12|3072|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|96|8|96|8|10|768|12|3072|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|96|8|96|8|10|768|12|3072|WIKITEXT|True|False|1.0|Baseline|1"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=768,h=12,ff=3072)",Baseline,1,128,8,128,8,10,768,12,3072,WIKITEXT,True,False,1.0,0.0055639999999999,65.436,3198720.0,48883.183568677785,78611742720000.0,117964800.0,7864320.0,73728000.0,1.147653,1,3.0,65.436,1.0,1.0,Baseline,25155757670400.0,377336365056000.0,-5.191438004920941,0.0,31.99554220267815,18.585896832843385,14.978261287748614,0.0,15.877846631741171,33.564158120592,30.856107919489784,16.11769557093698,-5.1914380049209585,33.564158120592,15.877846631741171,0.0,4.181072565731925,14.978261287748616,31.995542202678152,65.436,4.181072565731925,0.0,0.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|128|8|128|8|10|768|12|3072|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|128|8|128|8|10|768|12|3072|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|128|8|128|8|10|768|12|3072|WIKITEXT|True|False|1.0|Baseline|1"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=768,h=12,ff=3072)",FSDP,2,32,8,32,8,10,768,12,3072,WIKITEXT,True,False,1.0,0.007909,82.07900000000001,1970496.0,24007.31003058029,46974102405120.0,117964800.0,1966080.0,71516160.0,2.34182,1,3.0,55.373000000000005,0.6746305388710876,0.3373152694355438,FSDP,3874152775680.0,232449166540800.0,-4.839753927444857,-1.0867372683407597,31.48061755311832,18.585896832843385,14.493795845673496,-0.3935900877808142,14.49155227062128,33.07969267851688,28.985348116294777,16.98906528249704,-4.839753927444857,33.07969267851688,14.49155227062128,-1.0867372683407595,4.407682198112376,14.493795845673496,31.48061755311832,164.15800000000002,5.100829378672321,0.6931471805599453,1.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|32|8|32|8|10|768|12|3072|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|32|8|32|8|10|768|12|3072|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|32|8|32|8|10|768|12|3072|WIKITEXT|True|False|1.0|FSDP|2"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=768,h=12,ff=3072)",FSDP,2,64,8,64,8,10,768,12,3072,WIKITEXT,True,False,1.0,0.008669,81.773,3199104.0,39121.7639074022,77048756305920.0,117964800.0,3932160.0,72253440.0,1.884625,1,3.0,56.188,0.6871216660755995,0.3435608330377998,FSDP,12579388784640.0,377381663539200.0,-4.748001835095634,-1.0683910853641518,31.97545953617465,18.585896832843385,14.978381328562635,-0.3752439048042066,15.184699451181226,33.564278161406015,30.16308077974386,16.790760084993426,-4.748001835095634,33.564278161406015,15.184699451181226,-1.068391085364152,4.40394711577287,14.978381328562635,31.975459536174654,163.546,5.097094296332815,0.6931471805599453,1.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|64|8|64|8|10|768|12|3072|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|64|8|64|8|10|768|12|3072|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|64|8|64|8|10|768|12|3072|WIKITEXT|True|False|1.0|FSDP|2"
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=768,h=12,ff=3072)",FSDP,2,96,8,96,8,10,768,12,3072,WIKITEXT,True,False,1.0,0.009961,85.44800000000001,4427712.0,51817.62007302687,107727295610880.0,117964800.0,5898240.0,72990720.0,1.806616,1,3.0,60.488,0.7078925194270199,0.3539462597135099,FSDP,26115708026880.0,522314160537600.0,-4.609077810819108,-1.038610186091371,32.31062410912106,18.585896832843385,15.303393530045025,-0.3454630055314256,15.59016455928939,33.8892903628884,30.89355808933441,16.720459549831666,-4.609077810819109,33.8892903628884,15.59016455928939,-1.038610186091371,4.447908003787394,15.303393530045023,32.31062410912106,170.89600000000002,5.14105518434734,0.6931471805599453,1.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|96|8|96|8|10|768|12|3072|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|96|8|96|8|10|768|12|3072|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=768,h=12,ff=3072)|96|8|96|8|10|768|12|3072|WIKITEXT|True|False|1.0|FSDP|2"
