setting,split,model,n_test,r2,rmse,calib_intercept,calib_slope
pooled,10,configuration_only_matched_features,194,0.8325242337519295,0.3786778874928392,0.08497460012749915,1.016383438913541
pooled,10,predicted_eta_prerun,194,0.8326030259375721,0.3785887988765132,0.08654427651867189,1.016608485080305
pooled,10,measured_eta_postrun,194,0.9132773025383991,0.2724961357061123,0.11787590934978168,1.0241756479442488
pooled,11,eta_predictor,180,0.8908033577952295,0.289060304917034,-0.02627116072224006,0.998680461429812
pooled,11,configuration_only_legacy_no_strategy,180,0.768201349472305,0.4469855494248362,0.30864148877928926,1.0640982608459835
pooled,11,configuration_only_matched_features,180,0.831287769876158,0.3813390800423163,0.2504321586795948,1.049226025799556
pooled,11,predicted_eta_prerun,180,0.8316246211442282,0.38095819854118396,0.25442721439873484,1.0501710456729731
pooled,11,measured_eta_postrun,180,0.9270342770677871,0.2507826436944298,0.1284209451001827,1.0270134971348295
pooled,12,eta_predictor,189,0.9112055518428505,0.25229477137134704,-0.0174596243125149,0.9662311248898316
pooled,12,configuration_only_legacy_no_strategy,189,0.7218547342452517,0.45080650806593897,-0.448190240627845,0.9203049798667707
pooled,12,configuration_only_matched_features,189,0.7898484294049889,0.39185073074995447,-0.3492623439403123,0.9401588637950427
pooled,12,predicted_eta_prerun,189,0.7900008370959766,0.3917086145224059,-0.343924301862061,0.9412939575287083
pooled,12,measured_eta_postrun,189,0.8937140455984495,0.2786713229086202,-0.23256658100451785,0.9625725552537955
pooled,13,eta_predictor,207,0.91057630660079,0.2522418888076597,0.02007718350617175,0.9781429165035097
pooled,13,configuration_only_legacy_no_strategy,207,0.7886663304653186,0.41011905417668193,-0.22497823739139278,0.9658096020037613
pooled,13,configuration_only_matched_features,207,0.8466180400220417,0.34939182692750154,-0.20402412888795363,0.9717077573150276
pooled,13,predicted_eta_prerun,207,0.8461696800389737,0.34990211835935314,-0.2012787494891397,0.9722455802883019
pooled,13,measured_eta_postrun,207,0.9331700336339817,0.2306275690853392,-0.02543399450031719,1.003958328151313
pooled,14,eta_predictor,212,0.9097792289148668,0.25784745481423416,-0.016198403816468795,0.9991529002914864
pooled,14,configuration_only_legacy_no_strategy,212,0.829026002920604,0.4070659129862418,-0.38829707529943064,0.9216599560919571
pooled,14,configuration_only_matched_features,212,0.8699071157763464,0.35508021611534424,-0.3837574274112571,0.9201966268184915
pooled,14,predicted_eta_prerun,212,0.868991616301746,0.35632742438835835,-0.38596192695116055,0.9195771970580104
pooled,14,measured_eta_postrun,212,0.936882554462253,0.2473286411069008,-0.18881589946992616,0.9650704813200718
pooled,15,eta_predictor,210,0.8906161196845467,0.2858792781655085,0.013902923995858563,1.0114272459822409
pooled,15,configuration_only_legacy_no_strategy,210,0.7593017037502531,0.44997473326653115,0.43114158468200536,1.0962499564168844
pooled,15,configuration_only_matched_features,210,0.8220278038863936,0.3869258094900945,0.3626302272026126,1.0840265535234208
pooled,15,predicted_eta_prerun,210,0.8219872107796529,0.3869699333069546,0.36459250091529016,1.0844222039786473
pooled,15,measured_eta_postrun,210,0.9251629198929938,0.2509054167503961,0.1822087718852389,1.0438258709017185
pooled,16,eta_predictor,205,0.9097708449452753,0.25651412378373295,0.02408821729308848,0.9858315199755155
pooled,16,configuration_only_legacy_no_strategy,205,0.8081092201429023,0.4143843132912455,-0.2553019479796494,0.9553848525424585
pooled,16,configuration_only_matched_features,205,0.8519075591856614,0.3640346291040357,-0.2601793047097993,0.9526318216722277
pooled,16,predicted_eta_prerun,205,0.8513911374288087,0.36466879987736767,-0.2574006295297622,0.9531605294718277
pooled,16,measured_eta_postrun,205,0.931959142573191,0.24675226144601883,-0.13831066835992595,0.9731002771610346
pooled,17,eta_predictor,186,0.8860614708276758,0.29143706836513056,-0.0020079046129507813,1.0128063862577559
pooled,17,configuration_only_legacy_no_strategy,186,0.7650302028720347,0.4528642328987757,0.25943573158390826,1.0471068905421548
pooled,17,configuration_only_matched_features,186,0.8247140230822523,0.3911430224448553,0.24214040938209133,1.0434162864871022
pooled,17,predicted_eta_prerun,186,0.8248391053856985,0.3910034396832751,0.24112174539630776,1.0432062173331083
pooled,17,measured_eta_postrun,186,0.9254255473358607,0.25512736164710603,0.17564375657474976,1.0317949001932827
pooled,18,eta_predictor,182,0.9026765451775598,0.2708006304054069,-0.02591205823636966,0.9934526373180453
pooled,18,configuration_only_legacy_no_strategy,182,0.7901931087470087,0.42754183881169433,0.23371726507397184,1.0439719625875565
pooled,18,configuration_only_matched_features,182,0.8444840002748772,0.36809192025505966,0.2013877380091519,1.0347142266652938
pooled,18,predicted_eta_prerun,182,0.8444016285772467,0.3681893904270958,0.20046762161102155,1.0345355255120272
pooled,18,measured_eta_postrun,182,0.9276508215363108,0.2510646385414619,0.11531626750218033,1.0197691768310118
pooled,19,eta_predictor,191,0.8989378917975633,0.27085699404565117,-0.014276769598619522,1.0347074591120384
pooled,19,configuration_only_legacy_no_strategy,191,0.7786693363695449,0.4493644827392853,0.17361570480529936,1.029454119324663
pooled,19,configuration_only_matched_features,191,0.8392836646333818,0.3829199211037711,0.14404335678865454,1.0260114239603009
pooled,19,predicted_eta_prerun,191,0.839949694342805,0.38212566202028675,0.14580913228623973,1.026267623945624
pooled,19,measured_eta_postrun,191,0.9169217102653693,0.27530983360517297,-0.027269800898460702,1.0001619508835844
